Setting,Model,Method,Length,OutputLength
baseline,GPT-OSS-120B,at-most,16,15
baseline,GPT-OSS-120B,at-most,16,15
baseline,GPT-OSS-120B,at-most,16,16
baseline,GPT-OSS-120B,at-most,16,17
baseline,GPT-OSS-120B,at-most,16,18
baseline,GPT-OSS-120B,at-most,16,15
baseline,GPT-OSS-120B,at-most,16,13
baseline,GPT-OSS-120B,at-most,16,15
baseline,GPT-OSS-120B,at-most,16,16
baseline,GPT-OSS-120B,at-most,16,15
baseline,GPT-OSS-120B,at-most,16,16
baseline,GPT-OSS-120B,at-most,16,18
baseline,GPT-OSS-120B,at-least,16,105
baseline,GPT-OSS-120B,at-least,16,278
baseline,GPT-OSS-120B,at-least,16,99
baseline,GPT-OSS-120B,at-least,16,109
baseline,GPT-OSS-120B,at-least,16,113
baseline,GPT-OSS-120B,at-least,16,203
baseline,GPT-OSS-120B,at-least,16,171
baseline,GPT-OSS-120B,at-least,16,29
baseline,GPT-OSS-120B,at-least,16,235
baseline,GPT-OSS-120B,at-least,16,154
baseline,GPT-OSS-120B,at-least,16,87
baseline,GPT-OSS-120B,at-least,16,399
baseline,GPT-OSS-120B,at-least,16,28
baseline,GPT-OSS-120B,at-least,16,98
baseline,GPT-OSS-120B,at-least,16,110
baseline,GPT-OSS-120B,at-least,16,129
baseline,GPT-OSS-120B,at-least,16,141
baseline,GPT-OSS-120B,at-least,16,352
baseline,GPT-OSS-120B,at-least,16,52
baseline,GPT-OSS-120B,at-least,16,184
baseline,GPT-OSS-120B,at-least,16,195
baseline,GPT-OSS-120B,at-least,16,127
baseline,GPT-OSS-120B,at-least,16,109
baseline,GPT-OSS-120B,at-least,16,128
baseline,GPT-OSS-120B,at-least,16,105
baseline,GPT-OSS-120B,at-least,16,153
baseline,GPT-OSS-120B,at-least,16,253
baseline,GPT-OSS-120B,at-least,16,44
baseline,GPT-OSS-120B,at-least,16,120
baseline,GPT-OSS-120B,at-least,16,74
baseline,GPT-OSS-120B,at-least,16,50
baseline,GPT-OSS-120B,at-least,16,143
baseline,GPT-OSS-120B,at-least,16,90
baseline,GPT-OSS-120B,at-least,16,268
baseline,GPT-OSS-120B,at-least,16,121
baseline,GPT-OSS-120B,at-least,16,101
baseline,GPT-OSS-120B,at-least,16,87
baseline,GPT-OSS-120B,at-least,16,229
baseline,GPT-OSS-120B,at-least,16,200
baseline,GPT-OSS-120B,at-least,16,117
baseline,GPT-OSS-120B,at-least,16,130
baseline,GPT-OSS-120B,at-least,16,58
baseline,GPT-OSS-120B,at-least,16,194
baseline,GPT-OSS-120B,at-least,16,189
baseline,GPT-OSS-120B,at-least,16,181
baseline,GPT-OSS-120B,at-least,16,60
baseline,GPT-OSS-120B,at-least,16,194
baseline,GPT-OSS-120B,at-least,16,93
baseline,GPT-OSS-120B,at-least,16,143
baseline,GPT-OSS-120B,at-least,16,78
baseline,GPT-OSS-120B,at-least,16,63
baseline,GPT-OSS-120B,at-least,16,127
baseline,GPT-OSS-120B,at-least,16,162
baseline,GPT-OSS-120B,at-least,16,472
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,143
baseline,GPT-OSS-120B,at-least,16,71
baseline,GPT-OSS-120B,at-least,16,176
baseline,GPT-OSS-120B,at-least,16,67
baseline,GPT-OSS-120B,at-least,16,196
baseline,GPT-OSS-120B,at-least,16,34
baseline,GPT-OSS-120B,at-least,16,16
baseline,GPT-OSS-120B,at-least,16,31
baseline,GPT-OSS-120B,at-least,16,57
baseline,GPT-OSS-120B,at-least,16,18
baseline,GPT-OSS-120B,at-least,16,102
baseline,GPT-OSS-120B,at-least,16,59
baseline,GPT-OSS-120B,at-least,16,91
baseline,GPT-OSS-120B,at-least,16,24
baseline,GPT-OSS-120B,at-least,16,18
baseline,GPT-OSS-120B,at-least,16,29
baseline,GPT-OSS-120B,at-least,16,31
baseline,GPT-OSS-120B,at-least,16,29
baseline,GPT-OSS-120B,at-least,16,20
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,149
baseline,GPT-OSS-120B,at-least,16,97
baseline,GPT-OSS-120B,at-least,16,318
baseline,GPT-OSS-120B,at-least,16,21
baseline,GPT-OSS-120B,at-least,16,57
baseline,GPT-OSS-120B,at-least,16,16
baseline,GPT-OSS-120B,at-least,16,28
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,61
baseline,GPT-OSS-120B,at-least,16,90
baseline,GPT-OSS-120B,at-least,16,157
baseline,GPT-OSS-120B,at-least,16,90
baseline,GPT-OSS-120B,at-least,16,39
baseline,GPT-OSS-120B,at-least,16,17
baseline,GPT-OSS-120B,at-least,16,39
baseline,GPT-OSS-120B,at-least,16,94
baseline,GPT-OSS-120B,at-least,16,25
baseline,GPT-OSS-120B,at-least,16,28
baseline,GPT-OSS-120B,at-least,16,19
baseline,GPT-OSS-120B,at-least,16,20
baseline,GPT-OSS-120B,at-least,16,19
baseline,GPT-OSS-120B,at-least,16,92
baseline,GPT-OSS-120B,at-least,16,26
baseline,GPT-OSS-120B,at-least,16,22
baseline,GPT-OSS-120B,at-least,16,161
baseline,GPT-OSS-120B,at-least,16,25
baseline,GPT-OSS-120B,at-least,16,78
baseline,GPT-OSS-120B,at-least,16,24
baseline,GPT-OSS-120B,at-least,16,162
baseline,GPT-OSS-120B,at-least,16,17
baseline,GPT-OSS-120B,at-least,16,17
baseline,GPT-OSS-120B,at-least,16,43
baseline,GPT-OSS-120B,at-least,16,35
baseline,GPT-OSS-120B,at-least,16,53
baseline,GPT-OSS-120B,at-least,16,37
baseline,GPT-OSS-120B,at-least,16,19
baseline,GPT-OSS-120B,at-least,16,26
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,175
baseline,GPT-OSS-120B,at-least,16,45
baseline,GPT-OSS-120B,at-least,16,28
baseline,GPT-OSS-120B,at-least,16,105
baseline,GPT-OSS-120B,at-least,16,25
baseline,GPT-OSS-120B,at-least,16,49
baseline,GPT-OSS-120B,at-least,16,53
baseline,GPT-OSS-120B,at-least,16,32
baseline,GPT-OSS-120B,at-least,16,32
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,74
baseline,GPT-OSS-120B,at-least,16,39
baseline,GPT-OSS-120B,at-least,16,26
baseline,GPT-OSS-120B,at-least,16,20
baseline,GPT-OSS-120B,at-least,16,24
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,58
baseline,GPT-OSS-120B,at-least,16,23
baseline,GPT-OSS-120B,at-least,16,21
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,69
baseline,GPT-OSS-120B,at-least,16,51
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,30
baseline,GPT-OSS-120B,at-least,16,117
baseline,GPT-OSS-120B,at-least,16,20
baseline,GPT-OSS-120B,at-least,16,22
baseline,GPT-OSS-120B,at-least,16,121
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,142
baseline,GPT-OSS-120B,at-least,16,44
baseline,GPT-OSS-120B,at-least,16,34
baseline,GPT-OSS-120B,at-least,16,116
baseline,GPT-OSS-120B,at-least,16,37
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,54
baseline,GPT-OSS-120B,at-least,16,104
baseline,GPT-OSS-120B,at-least,16,18
baseline,GPT-OSS-120B,at-least,16,31
baseline,GPT-OSS-120B,at-least,16,27
baseline,GPT-OSS-120B,at-least,16,31
baseline,GPT-OSS-120B,at-least,16,32
baseline,GPT-OSS-120B,at-least,16,22
baseline,GPT-OSS-120B,at-least,16,29
baseline,GPT-OSS-120B,at-least,16,32
baseline,GPT-OSS-120B,at-least,16,10
baseline,GPT-OSS-120B,at-least,16,29
baseline,GPT-OSS-120B,at-least,16,138
baseline,GPT-OSS-120B,at-least,16,200
baseline,GPT-OSS-120B,at-least,16,204
baseline,GPT-OSS-120B,at-least,16,64
baseline,GPT-OSS-120B,at-least,16,153
baseline,GPT-OSS-120B,at-least,16,80
baseline,GPT-OSS-120B,at-least,16,54
baseline,GPT-OSS-120B,at-least,16,154
baseline,GPT-OSS-120B,at-least,16,54
baseline,GPT-OSS-120B,at-least,16,184
baseline,GPT-OSS-120B,at-least,16,118
baseline,GPT-OSS-120B,at-least,16,236
baseline,GPT-OSS-120B,at-least,16,126
baseline,GPT-OSS-120B,at-least,16,117
baseline,GPT-OSS-120B,at-least,16,56
baseline,GPT-OSS-120B,at-least,16,198
baseline,GPT-OSS-120B,at-least,16,514
baseline,GPT-OSS-120B,at-least,16,168
baseline,GPT-OSS-120B,at-least,16,53
baseline,GPT-OSS-120B,at-least,16,130
